,idDrink,strDrink,strCategory,strIBA,strAlcoholic,strGlass,strInstructions,strDrinkThumb,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,all_ingredients,soup
0,15346,155 Belmont,Cocktail,,Alcoholic,White wine glass,Blend with ice. Serve in a wine glass. Garnish with carrot.,https://www.thecocktaildb.com/images/media/drink/yqvvqs1475667388.jpg,Dark rum,Light rum,Vodka,Orange juice,,,,,,,1 shot ,2 shots ,1 shot ,1 shot ,,,,,,,"Dark rum,Light rum,Vodka,Orange juice","Dark rum,Light rum,Vodka,Orange juice,Blend with ice. Serve in a wine glass. Garnish with carrot."
1,15395,1-900-FUK-MEUP,Shot,,Alcoholic,Old-fashioned glass,Shake ingredients in a mixing tin filled with ice cubes. Strain into a rocks glass.,https://www.thecocktaildb.com/images/media/drink/uxywyw1468877224.jpg,Absolut Kurant,Grand Marnier,Chambord raspberry liqueur,Midori melon liqueur,Malibu rum,Amaretto,Cranberry juice,Pineapple juice,,,1/2 oz ,1/4 oz ,1/4 oz ,1/4 oz ,1/4 oz ,1/4 oz ,1/2 oz ,1/4 oz ,,,"Absolut Kurant,Grand Marnier,Chambord raspberry liqueur,Midori melon liqueur,Malibu rum,Amaretto,Cranberry juice,Pineapple juice","Absolut Kurant,Grand Marnier,Chambord raspberry liqueur,Midori melon liqueur,Malibu rum,Amaretto,Cranberry juice,Pineapple juice,Shake ingredients in a mixing tin filled with ice cubes. Strain into a rocks glass."
2,15423,110 in the shade,Beer,,Alcoholic,Beer Glass,Drop shooter in glass. Fill with beer,https://www.thecocktaildb.com/images/media/drink/xxyywq1454511117.jpg,Lager,Tequila,,,,,,,,,16 oz ,1.5 oz ,,,,,,,,,"Lager,Tequila","Lager,Tequila,Drop shooter in glass. Fill with beer"
3,14588,151 Florida Bushwacker,Milk / Float / Shake,,Alcoholic,Beer mug,Combine all ingredients. Blend until smooth. Garnish with chocolate shavings if desired.,https://www.thecocktaildb.com/images/media/drink/rvwrvv1468877323.jpg,Malibu rum,Light rum,151 proof rum,Dark Creme de Cacao,Cointreau,Milk,Coconut liqueur,Vanilla ice-cream,,,1/2 oz ,1/2 oz ,1/2 oz Bacardi ,1 oz ,1 oz ,3 oz ,1 oz ,1 cup ,,,"Malibu rum,Light rum,151 proof rum,Dark Creme de Cacao,Cointreau,Milk,Coconut liqueur,Vanilla ice-cream","Malibu rum,Light rum,151 proof rum,Dark Creme de Cacao,Cointreau,Milk,Coconut liqueur,Vanilla ice-cream,Combine all ingredients. Blend until smooth. Garnish with chocolate shavings if desired."
4,15288,252,Shot,,Alcoholic,Shot glass,"Add both ingredients to shot glass, shoot, and get drunk quick",https://www.thecocktaildb.com/images/media/drink/rtpxqw1468877562.jpg,151 proof rum,Wild Turkey,,,,,,,,,1/2 shot Bacardi ,1/2 shot ,,,,,,,,,"151 proof rum,Wild Turkey","151 proof rum,Wild Turkey,Add both ingredients to shot glass, shoot, and get drunk quick"
5,17060,24k nightmare,Shot,,Alcoholic,Shot glass,"Add over ice,shake and pour.",https://www.thecocktaildb.com/images/media/drink/yyrwty1468877498.jpg,Goldschlager,Jägermeister,Rumple Minze,151 proof rum,,,,,,,1/2 oz ,1/2 oz ,1/2 oz ,1/2 oz Bacardi ,,,,,,,"Goldschlager,Jägermeister,Rumple Minze,151 proof rum","Goldschlager,Jägermeister,Rumple Minze,151 proof rum,Add over ice,shake and pour."
6,13899,3 Wise Men,Shot,,Alcoholic,Collins glass,put them them in a glass... and slam it to tha head.,https://www.thecocktaildb.com/images/media/drink/wxqpyw1468877677.jpg,Jack Daniels,Johnnie Walker,Jim Beam,,,,,,,,1/3 oz ,1/3 oz ,1/3 oz ,,,,,,,,"Jack Daniels,Johnnie Walker,Jim Beam","Jack Daniels,Johnnie Walker,Jim Beam,put them them in a glass... and slam it to tha head."
7,15300,3-Mile Long Island Iced Tea,Ordinary Drink,,Alcoholic,Collins Glass,Fill 14oz glass with ice and alcohol. Fill 2/3 glass with cola and remainder with sweet & sour. Top with dash of bitters and lemon wedge.,https://www.thecocktaildb.com/images/media/drink/rrtssw1472668972.jpg,Gin,Light rum,Tequila,Triple sec,Vodka,Coca-Cola,Sweet and sour,Bitters,Lemon,,1/2 oz,1/2 oz,1/2 oz,1/2 oz,1/2 oz,1/2 oz,1-2 dash ,1 wedge ,Garnish with,,"Gin,Light rum,Tequila,Triple sec,Vodka,Coca-Cola,Sweet and sour,Bitters,Lemon","Gin,Light rum,Tequila,Triple sec,Vodka,Coca-Cola,Sweet and sour,Bitters,Lemon,Fill 14oz glass with ice and alcohol. Fill 2/3 glass with cola and remainder with sweet & sour. Top with dash of bitters and lemon wedge."
8,13581,410 Gone,Ordinary Drink,,Alcoholic,Collins Glass,,https://www.thecocktaildb.com/images/media/drink/xtuyqv1472669026.jpg,Peach Vodka,Coca-Cola,,,,,,,,,2-3 oz,,,,,,,,,,"Peach Vodka,Coca-Cola","Peach Vodka,Coca-Cola,"
9,14598,50/50,Ordinary Drink,,Alcoholic,Collins Glass,fill glass with crushed ice. Add vodka. Add a splash of grand-marnier. Fill with o.j.,https://www.thecocktaildb.com/images/media/drink/wwpyvr1461919316.jpg,Vanilla vodka,Grand Marnier,Orange juice,,,,,,,,2 1/2 oz ,1 splash ,Fill with ,,,,,,,,"Vanilla vodka,Grand Marnier,Orange juice","Vanilla vodka,Grand Marnier,Orange juice,fill glass with crushed ice. Add vodka. Add a splash of grand-marnier. Fill with o.j."
10,17105,501 Blue,Ordinary Drink,,Alcoholic,Collins Glass,Mix equal amounts into a glass with ice.,https://www.thecocktaildb.com/images/media/drink/ywxwqs1461867097.jpg,Blue Curacao,Blueberry schnapps,Vodka,Sour mix,7-Up,,,,,,,,,,,,,,,,"Blue Curacao,Blueberry schnapps,Vodka,Sour mix,7-Up","Blue Curacao,Blueberry schnapps,Vodka,Sour mix,7-Up,Mix equal amounts into a glass with ice."
11,13940,69 Special,Ordinary Drink,,Alcoholic,Collins Glass,"Pour 2 oz. gin. Add 4 oz. 7-up. Add Lemon Juice for flavor. If you are weak, top up glass with more 7-Up.",https://www.thecocktaildb.com/images/media/drink/vqyxqx1472669095.jpg,Gin,7-Up,Lemon juice,,,,,,,,2 oz dry ,4 oz ,0.75 oz ,,,,,,,,"Gin,7-Up,Lemon juice","Gin,7-Up,Lemon juice,Pour 2 oz. gin. Add 4 oz. 7-up. Add Lemon Juice for flavor. If you are weak, top up glass with more 7-Up."
12,14229,747,Shot,,Alcoholic,Shot glass,"pour kaluha, then Baileys, then Frangelico not chilled and not layered -- SERVE!!!",https://www.thecocktaildb.com/images/media/drink/xxsxqy1472668106.jpg,Kahlua,Baileys irish cream,Frangelico,,,,,,,,1/3 part ,1/3 part ,1/3 part ,,,,,,,,"Kahlua,Baileys irish cream,Frangelico","Kahlua,Baileys irish cream,Frangelico,pour kaluha, then Baileys, then Frangelico not chilled and not layered -- SERVE!!!"
13,178318,747 Drink,Cocktail,,Alcoholic,Highball glass,"Fill a Collins glass with ice.
Pour in vodka, lime cordial, and cranberry juice.
Fill up with Sprite.
Garnish with a Lime wheel or some cranberries",https://www.thecocktaildb.com/images/media/drink/i9suxb1582474926.jpg,Vodka,Roses sweetened lime juice,Cranberry Juice,Sprite,,,,,,,1 oz,1 oz,1 oz,Top,,,,,,,"Vodka,Roses sweetened lime juice,Cranberry Juice,Sprite,,,","Vodka,Roses sweetened lime juice,Cranberry Juice,Sprite,,,,Fill a Collins glass with ice.
Pour in vodka, lime cordial, and cranberry juice.
Fill up with Sprite.
Garnish with a Lime wheel or some cranberries"
14,16108,9 1/2 Weeks,Cocktail,,Alcoholic,Cocktail glass,Combine all ingredients in glass mixer. Chill and strain into Cocktail glass. Garnish with sliced strawberry.,https://www.thecocktaildb.com/images/media/drink/xvwusr1472669302.jpg,Absolut Citron,Orange Curacao,Strawberry liqueur,Orange juice,,,,,,,2 oz ,1/2 oz ,1 splash ,1 oz ,,,,,,,"Absolut Citron,Orange Curacao,Strawberry liqueur,Orange juice","Absolut Citron,Orange Curacao,Strawberry liqueur,Orange juice,Combine all ingredients in glass mixer. Chill and strain into Cocktail glass. Garnish with sliced strawberry."
15,17222,A1,Cocktail,,Alcoholic,Cocktail glass,"Pour all ingredients into a cocktail shaker, mix and serve over ice into a chilled glass.",https://www.thecocktaildb.com/images/media/drink/2x8thr1504816928.jpg,Gin,Grand Marnier,Lemon Juice,Grenadine,,,,,,,1 3/4 shot ,1 Shot ,1/4 Shot,1/8 Shot,,,,,,,"Gin,Grand Marnier,Lemon Juice,Grenadine","Gin,Grand Marnier,Lemon Juice,Grenadine,Pour all ingredients into a cocktail shaker, mix and serve over ice into a chilled glass."
16,13501,ABC,Shot,,Alcoholic,Shot glass,Layered in a shot glass.,https://www.thecocktaildb.com/images/media/drink/tqpvqp1472668328.jpg,Amaretto,Baileys irish cream,Cognac,,,,,,,,1/3 ,1/3 ,1/3 ,,,,,,,,"Amaretto,Baileys irish cream,Cognac","Amaretto,Baileys irish cream,Cognac,Layered in a shot glass."
17,17225,Ace,Cocktail,,Alcoholic,Martini Glass,Shake all the ingredients in a cocktail shaker and ice then strain in a cold glass.,https://www.thecocktaildb.com/images/media/drink/l3cd7f1504818306.jpg,Gin,Grenadine,Heavy cream,Milk,Egg White,,,,,,2 shots ,1/2 shot ,1/2 shot ,1/2 shot,1/2 Fresh,,,,,,"Gin,Grenadine,Heavy cream,Milk,Egg White","Gin,Grenadine,Heavy cream,Milk,Egg White,Shake all the ingredients in a cocktail shaker and ice then strain in a cold glass."
18,17837,Adam,Ordinary Drink,,Alcoholic,Cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/v0at4i1582478473.jpg,Dark rum,Lemon juice,Grenadine,,,,,,,,2 oz ,1 oz ,1 tsp ,,,,,,,,"Dark rum,Lemon juice,Grenadine","Dark rum,Lemon juice,Grenadine,In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass."
19,13938,AT&T,Ordinary Drink,,Alcoholic,Highball Glass,"Pour Vodka and Gin over ice, add Tonic and Stir",https://www.thecocktaildb.com/images/media/drink/rhhwmp1493067619.jpg,Absolut Vodka,Gin,Tonic water,,,,,,,,1 oz ,1 oz ,4 oz ,,,,,,,,"Absolut Vodka,Gin,Tonic water","Absolut Vodka,Gin,Tonic water,Pour Vodka and Gin over ice, add Tonic and Stir"
20,14610,ACID,Shot,,Alcoholic,Shot glass,Poor in the 151 first followed by the 101 served with a Coke or Dr Pepper chaser.,https://www.thecocktaildb.com/images/media/drink/xuxpxt1479209317.jpg,151 proof rum,Wild Turkey,,,,,,,,,1 oz Bacardi ,1 oz ,,,,,,,,,"151 proof rum,Wild Turkey","151 proof rum,Wild Turkey,Poor in the 151 first followed by the 101 served with a Coke or Dr Pepper chaser."
21,17833,A. J.,Ordinary Drink,,Alcoholic,Cocktail glass,"Shake ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/l74qo91582480316.jpg,Applejack,Grapefruit juice,,,,,,,,,1 1/2 oz ,1 oz ,,,,,,,,,"Applejack,Grapefruit juice","Applejack,Grapefruit juice,Shake ingredients with ice, strain into a cocktail glass, and serve."
22,17839,Affair,Ordinary Drink,,Alcoholic,Highball glass,"Pour schnapps, orange juice, and cranberry juice over ice in a highball glass. Top with club soda and serve.",https://www.thecocktaildb.com/images/media/drink/h5za6y1582477994.jpg,Strawberry schnapps,Orange juice,Cranberry juice,Club soda,,,,,,,2 oz ,2 oz ,2 oz ,,,,,,,,"Strawberry schnapps,Orange juice,Cranberry juice,Club soda","Strawberry schnapps,Orange juice,Cranberry juice,Club soda,Pour schnapps, orange juice, and cranberry juice over ice in a highball glass. Top with club soda and serve."
23,15106,Apello,Other/Unknown,,Non alcoholic,Collins Glass,Stirr. Grnish with maraschino cherry.,https://www.thecocktaildb.com/images/media/drink/uptxtv1468876415.jpg,Orange juice,Grapefruit juice,Apple juice,Maraschino cherry,,,,,,,4 cl ,3 cl ,1 cl ,1 ,,,,,,,"Orange juice,Grapefruit juice,Apple juice,Maraschino cherry","Orange juice,Grapefruit juice,Apple juice,Maraschino cherry,Stirr. Grnish with maraschino cherry."
24,15266,Avalon,Ordinary Drink,,Alcoholic,Highball glass,"Fill a tall glass with ice. Layer the Finlandia Vodka, lemon and apple juices, Pisang Ambon, and top up with lemonade. Stir slightly and garnish with a spiralled cucumber skin and a red cherry. The cucumber provides zest and looks attractive. This drink, created by Timo Haimi, took first prize in the 1991 Finlandia Vodka Long Drink Competition.",https://www.thecocktaildb.com/images/media/drink/3k9qic1493068931.jpg,Vodka,Pisang Ambon,Apple juice,Lemon juice,Lemonade,,,,,,3 parts,1 part ,6 parts ,1 1/2 part ,,,,,,,"Vodka,Pisang Ambon,Apple juice,Lemon juice,Lemonade","Vodka,Pisang Ambon,Apple juice,Lemon juice,Lemonade,Fill a tall glass with ice. Layer the Finlandia Vodka, lemon and apple juices, Pisang Ambon, and top up with lemonade. Stir slightly and garnish with a spiralled cucumber skin and a red cherry. The cucumber provides zest and looks attractive. This drink, created by Timo Haimi, took first prize in the 1991 Finlandia Vodka Long Drink Competition."
25,17835,Abilene,Ordinary Drink,,Alcoholic,Highball glass,Pour all of the ingredients into a highball glass almost filled with ice cubes. Stir well.,https://www.thecocktaildb.com/images/media/drink/smb2oe1582479072.jpg,Dark rum,Peach nectar,Orange juice,,,,,,,,1 1/2 oz ,2 oz ,3 oz ,,,,,,,,"Dark rum,Peach nectar,Orange juice","Dark rum,Peach nectar,Orange juice,Pour all of the ingredients into a highball glass almost filled with ice cubes. Stir well."
26,11023,Almeria,Ordinary Drink,,Alcoholic,Cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/rwsyyu1483388181.jpg,Dark rum,Kahlua,Egg white,,,,,,,,2 oz ,1 oz ,1 ,,,,,,,,"Dark rum,Kahlua,Egg white","Dark rum,Kahlua,Egg white,In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass."
27,17228,Addison,Cocktail,,Alcoholic,Martini Glass,Shake together all the ingredients and strain into a cold glass.,https://www.thecocktaildb.com/images/media/drink/yzva7x1504820300.jpg,Gin,Vermouth,,,,,,,,,1 1/2 shot ,1 1/2 shot ,,,,,,,,,"Gin,Vermouth","Gin,Vermouth,Shake together all the ingredients and strain into a cold glass."
28,17836,Acapulco,Ordinary Drink,,Alcoholic,Old-fashioned glass,Combine and shake all ingredients (except mint) with ice and strain into an old-fashioned glass over ice cubes. Add the sprig of mint and serve.,https://www.thecocktaildb.com/images/media/drink/il9e0r1582478841.jpg,Light rum,Triple sec,Lime juice,Sugar,Egg white,Mint,,,,,1 1/2 oz ,1 1/2 tsp ,1 tblsp ,1 tsp ,1 ,1 ,,,,,"Light rum,Triple sec,Lime juice,Sugar,Egg white,Mint","Light rum,Triple sec,Lime juice,Sugar,Egg white,Mint,Combine and shake all ingredients (except mint) with ice and strain into an old-fashioned glass over ice cubes. Add the sprig of mint and serve."
29,17840,Affinity,Ordinary Drink,,Alcoholic,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/wzdtnn1582477684.jpg,Scotch,Sweet Vermouth,Dry Vermouth,Orange bitters,,,,,,,1 1/2 oz ,1 oz ,1 oz ,2 dashes ,,,,,,,"Scotch,Sweet Vermouth,Dry Vermouth,Orange bitters","Scotch,Sweet Vermouth,Dry Vermouth,Orange bitters,In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass."
30,11046,Applecar,Ordinary Drink,,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/sbffau1504389764.jpg,Applejack,Triple sec,Lemon juice,,,,,,,,1 oz ,1 oz ,1 oz ,,,,,,,,"Applejack,Triple sec,Lemon juice","Applejack,Triple sec,Lemon juice,Shake all ingredients with ice, strain into a cocktail glass, and serve."
31,17180,Aviation,Cocktail,Unforgettables,Alcoholic,Cocktail glass,Add all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass. Garnish with a cherry.,https://www.thecocktaildb.com/images/media/drink/ruutxt1478253328.jpg,Gin,lemon juice,maraschino liqueur,,,,,,,,4.5 cl,1.5 cl,1.5 cl,,,,,,,,"Gin,lemon juice,maraschino liqueur","Gin,lemon juice,maraschino liqueur,Add all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass. Garnish with a cherry."
32,11014,Alexander,Ordinary Drink,Unforgettables,Alcoholic,Cocktail glass,Shake all ingredients with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.,https://www.thecocktaildb.com/images/media/drink/urystu1478253039.jpg,Gin,Creme de Cacao,Light cream,Nutmeg,,,,,,,1/2 oz ,1/2 oz white ,2 oz ,,,,,,,,"Gin,Creme de Cacao,Light cream,Nutmeg","Gin,Creme de Cacao,Light cream,Nutmeg,Shake all ingredients with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve."
33,11020,Algonquin,Ordinary Drink,,Alcoholic,Cocktail glass,"Combine and shake all ingredients with ice, strain contents into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/uwryxx1483387873.jpg,Blended whiskey,Dry Vermouth,Pineapple juice,,,,,,,,1 1/2 oz ,1 oz ,1 oz ,,,,,,,,"Blended whiskey,Dry Vermouth,Pineapple juice","Blended whiskey,Dry Vermouth,Pineapple juice,Combine and shake all ingredients with ice, strain contents into a cocktail glass, and serve."
34,11021,Allegheny,Ordinary Drink,,Alcoholic,Cocktail glass,Shake all ingredients (except lemon peel) with ice and strain into a cocktail glass. Top with the twist of lemon peel and serve.,https://www.thecocktaildb.com/images/media/drink/uwvyts1483387934.jpg,Dry Vermouth,Bourbon,Blackberry brandy,Lemon juice,Lemon peel,,,,,,1 oz ,1 oz ,1 1/2 tsp ,1 1/2 tsp ,1 twist of ,,,,,,"Dry Vermouth,Bourbon,Blackberry brandy,Lemon juice,Lemon peel","Dry Vermouth,Bourbon,Blackberry brandy,Lemon juice,Lemon peel,Shake all ingredients (except lemon peel) with ice and strain into a cocktail glass. Top with the twist of lemon peel and serve."
35,11055,Artillery,Ordinary Drink,,Alcoholic,Cocktail glass,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/g1vnbe1493067747.jpg,Sweet Vermouth,Gin,Bitters,,,,,,,,1 1/2 tsp ,1 1/2 oz ,2 dashes ,,,,,,,,"Sweet Vermouth,Gin,Bitters","Sweet Vermouth,Gin,Bitters,Stir all ingredients with ice, strain into a cocktail glass, and serve."
36,12560,Afterglow,Cocktail,,Non alcoholic,Highball Glass,Mix. Serve over ice.,https://www.thecocktaildb.com/images/media/drink/vuquyv1468876052.jpg,Grenadine,Orange juice,Pineapple juice,,,,,,,,1 part ,4 parts ,4 parts ,,,,,,,,"Grenadine,Orange juice,Pineapple juice","Grenadine,Orange juice,Pineapple juice,Mix. Serve over ice."
37,12756,Autodafé,Ordinary Drink,,Alcoholic,Highball glass,Mix and fill up with soda water. Drunk by finns on a sunny day any time of the year and day.,https://www.thecocktaildb.com/images/media/drink/7dkf0i1487602928.jpg,Vodka,Lime juice,Soda water,,,,,,,,4 cl ,1 dash ,,,,,,,,,"Vodka,Lime juice,Soda water","Vodka,Lime juice,Soda water,Mix and fill up with soda water. Drunk by finns on a sunny day any time of the year and day."
38,13162,Afternoon,Coffee / Tea,,Alcoholic,Collins Glass,"Build into a suiting glass, with no ice. Cream on top if wanted. Served directly.",https://www.thecocktaildb.com/images/media/drink/vyrurp1472667777.jpg,Kahlua,Baileys irish cream,Frangelico,Coffee,Cream,,,,,,1 cl ,1 cl ,1 1/2 ,4 cl hot ,,,,,,,"Kahlua,Baileys irish cream,Frangelico,Coffee,Cream","Kahlua,Baileys irish cream,Frangelico,Coffee,Cream,Build into a suiting glass, with no ice. Cream on top if wanted. Served directly."
39,15182,After sex,Ordinary Drink,,Alcoholic,Highball glass,Pour the vodka and creme over some ice cubes in a tall glass and fill up with juice. to make it beuty full make the top of the glass with a grenadine and sugar,https://www.thecocktaildb.com/images/media/drink/xrl66i1493068702.jpg,Vodka,Creme de Banane,Orange juice,,,,,,,,2 cl ,1 cl ,,,,,,,,,"Vodka,Creme de Banane,Orange juice","Vodka,Creme de Banane,Orange juice,Pour the vodka and creme over some ice cubes in a tall glass and fill up with juice. to make it beuty full make the top of the glass with a grenadine and sugar"
40,13332,B-53,Shot,,Alcoholic,Collins Glass,"Layer the Kahlua, Sambucca and Grand Marnier into a shot glas in that order. Better than B-52",https://www.thecocktaildb.com/images/media/drink/rwqxrv1461866023.jpg,Kahlua,Sambuca,Grand Marnier,,,,,,,,1/3 shot ,1/3 shot ,1/3 shot ,,,,,,,,"Kahlua,Sambuca,Grand Marnier","Kahlua,Sambuca,Grand Marnier,Layer the Kahlua, Sambucca and Grand Marnier into a shot glas in that order. Better than B-52"
41,15853,B-52,Shot,New Era Drinks,Alcoholic,Shot glass,Layer ingredients into a shot glass. Serve with a stirrer.,https://www.thecocktaildb.com/images/media/drink/5a3vg61504372070.jpg,Baileys irish cream,Grand Marnier,Kahlua,,,,,,,,1/3 ,1/3 ,1/4 ,,,,,,,,"Baileys irish cream,Grand Marnier,Kahlua","Baileys irish cream,Grand Marnier,Kahlua,Layer ingredients into a shot glass. Serve with a stirrer."
42,17254,Bijou,Cocktail,,Alcoholic,Cocktail glass,"Stir in mixing glass with ice and strain
",https://www.thecocktaildb.com/images/media/drink/rysb3r1513706985.jpg,Orange Bitters,Green Chartreuse,Gin,Sweet Vermouth,,,,,,,1 dash,1 oz,1 oz,1 oz,,,,,,,"Orange Bitters,Green Chartreuse,Gin,Sweet Vermouth","Orange Bitters,Green Chartreuse,Gin,Sweet Vermouth,Stir in mixing glass with ice and strain
"
43,11149,Boxcar,Ordinary Drink,,Alcoholic,Whiskey sour glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass.",https://www.thecocktaildb.com/images/media/drink/pwgtpa1504366376.jpg,Gin,Triple sec,Lemon juice,Grenadine,Egg white,,,,,,1 1/2 oz ,1 oz ,1 tsp ,1/2 tsp ,1 ,,,,,,"Gin,Triple sec,Lemon juice,Grenadine,Egg white","Gin,Triple sec,Lemon juice,Grenadine,Egg white,In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass."
44,13222,Big Red,Shot,,Alcoholic,Shot glass,Pour ingredients into 1 ounce shot glass,https://www.thecocktaildb.com/images/media/drink/yqwuwu1441248116.jpg,Irish cream,Goldschlager,,,,,,,,,1/2 oz ,1/2 oz ,,,,,,,,,"Irish cream,Goldschlager","Irish cream,Goldschlager,Pour ingredients into 1 ounce shot glass"
45,17195,Bellini,Ordinary Drink,Contemporary Classics,Alcoholic,Champagne Flute,"Pour peach purée into chilled flute, add sparkling wine. Stir gently.",https://www.thecocktaildb.com/images/media/drink/eaag491504367543.jpg,Champagne,Peach schnapps,,,,,,,,,6 oz ,1 oz ,,,,,,,,,"Champagne,Peach schnapps","Champagne,Peach schnapps,Pour peach purée into chilled flute, add sparkling wine. Stir gently."
46,17210,Bramble,Ordinary Drink,New Era Drinks,Alcoholic,Old-Fashioned glass,"Fill glass with crushed ice. Build gin, lemon juice and simple syrup over. Stir, and then pour blackberry liqueur over in a circular fashion to create marbling effect. Garnish with two blackberries and lemon slice.",https://www.thecocktaildb.com/images/media/drink/lvzl3r1504372526.jpg,Gin,lemon juice,Sugar syrup,Creme de Mure,,,,,,,4 cl,1.5 cl,1 cl,1.5 cl,,,,,,,"Gin,lemon juice,Sugar syrup,Creme de Mure","Gin,lemon juice,Sugar syrup,Creme de Mure,Fill glass with crushed ice. Build gin, lemon juice and simple syrup over. Stir, and then pour blackberry liqueur over in a circular fashion to create marbling effect. Garnish with two blackberries and lemon slice."
47,11060,Balmoral,Ordinary Drink,,Alcoholic,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/vysuyq1441206297.jpg,Scotch,Sweet Vermouth,Dry Vermouth,Bitters,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,2 dashes ,,,,,,,"Scotch,Sweet Vermouth,Dry Vermouth,Bitters","Scotch,Sweet Vermouth,Dry Vermouth,Bitters,In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass."
48,11120,Bluebird,Ordinary Drink,,Alcoholic,Cocktail glass,"In a mixing glass half-filled with crushed ice, combine the gin, triple sec, Curacao, and bitters. Stir well. Strain into a cocktail glass and garnish with the lemon twist and the cherry.",https://www.thecocktaildb.com/images/media/drink/5jhyd01582579843.jpg,Gin,Triple sec,Blue Curacao,Bitters,Maraschino cherry,Lemon peel,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,2 dashes ,1 ,1 twist of ,,,,,"Gin,Triple sec,Blue Curacao,Bitters,Maraschino cherry,Lemon peel","Gin,Triple sec,Blue Curacao,Bitters,Maraschino cherry,Lemon peel,In a mixing glass half-filled with crushed ice, combine the gin, triple sec, Curacao, and bitters. Stir well. Strain into a cocktail glass and garnish with the lemon twist and the cherry."
49,178310,Brooklyn,Cocktail,,Alcoholic,Cocktail glass,Combine ingredients with ice and stir until well-chilled. Strain into a chilled cocktail glass.,https://www.thecocktaildb.com/images/media/drink/ojsezf1582477277.jpg,Rye Whiskey,Dry Vermouth,Maraschino Liqueur,Angostura Bitters,Maraschino Cherry,,,,,,2 oz,1 oz,1/4 oz,3 dashes,1,,,,,,"Rye Whiskey,Dry Vermouth,Maraschino Liqueur,Angostura Bitters,Maraschino Cherry","Rye Whiskey,Dry Vermouth,Maraschino Liqueur,Angostura Bitters,Maraschino Cherry,Combine ingredients with ice and stir until well-chilled. Strain into a chilled cocktail glass."
50,11124,Boomerang,Ordinary Drink,,Alcoholic,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine the gin, vermouth, bitters, and maraschino liqueur. Stir well. Strain into a cocktail glass and garnish with the cherry.",https://www.thecocktaildb.com/images/media/drink/3m6yz81504389551.jpg,Gin,Dry Vermouth,Bitters,Maraschino liqueur,Maraschino cherry,,,,,,2 oz ,1/2 oz ,2 dashes ,1/2 tsp ,1 ,,,,,,"Gin,Dry Vermouth,Bitters,Maraschino liqueur,Maraschino cherry","Gin,Dry Vermouth,Bitters,Maraschino liqueur,Maraschino cherry,In a mixing glass half-filled with ice cubes, combine the gin, vermouth, bitters, and maraschino liqueur. Stir well. Strain into a cocktail glass and garnish with the cherry."
51,12572,Bora Bora,Cocktail,,Non alcoholic,Highball glass,"Prepare in a blender or shaker, serve in a highball glass on the rocks. Garnish with 1 slice of pineapple and one cherry.",https://www.thecocktaildb.com/images/media/drink/xwuqvw1473201811.jpg,Pineapple juice,Passion fruit juice,Lemon juice,Grenadine,,,,,,,10 cl ,6 cl ,1 cl ,1 cl ,,,,,,,"Pineapple juice,Passion fruit juice,Lemon juice,Grenadine","Pineapple juice,Passion fruit juice,Lemon juice,Grenadine,Prepare in a blender or shaker, serve in a highball glass on the rocks. Garnish with 1 slice of pineapple and one cherry."
